"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 19:21:54 JST 2024","Mon Jul 29 19:23:17 JST 2024","83571","","03 iOS search spec:","","03 iOS search spec:","[ios][サーチ_0007]モバイル商品一覧で商品がサーチできる @iOS_search_007","[ios][サーチ_0007]モバイル商品一覧で商品がサーチできる @iOS_search_007",""
"passed","Mon Jul 29 22:14:08 JST 2024","Mon Jul 29 22:18:31 JST 2024","262777","","08 ios mypage spec:","","08 ios mypage spec:","[iOS][mypage_004]普通ユーザーは口座を変更できる、手動振込できる @iOS_myPage_0004","[iOS][mypage_004]普通ユーザーは口座を変更できる、手動振込できる @iOS_myPage_0004",""
"passed","Tue Jul 30 12:32:12 JST 2024","Tue Jul 30 12:38:54 JST 2024","402127","","06 iOS delivery spec:","","06 iOS delivery spec:","[iOS][配送_0001]JPゆうパケットで発送できる @iOS_delivery_001","[iOS][配送_0001]JPゆうパケットで発送できる @iOS_delivery_001",""
"passed","Tue Jul 30 13:25:59 JST 2024","Tue Jul 30 13:29:54 JST 2024","235195","","05 iOS purchase spec:","","05 iOS purchase spec:","[iOS][purchase_003]「コンビニ＋coupon」ですぐ購入できる @iOS_purchase_003","[iOS][purchase_003]「コンビニ＋coupon」ですぐ購入できる @iOS_purchase_003",""
"passed","Mon Jul 29 10:12:52 JST 2024","Mon Jul 29 10:14:46 JST 2024","114004","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0004]出品前下書商品を編集できる @Android_create_0004","[Android][出品_0004]出品前下書商品を編集できる @Android_create_0004",""
"passed","Mon Jul 29 18:23:38 JST 2024","Mon Jul 29 18:27:01 JST 2024","202793","","02 iOS create spec:","","02 iOS create spec:","[iOS][出品_0005]出品していた商品を編集できる @iOS_create_0005","[iOS][出品_0005]出品していた商品を編集できる @iOS_create_0005",""
"passed","Mon Jul 29 20:24:35 JST 2024","Mon Jul 29 20:33:02 JST 2024","507640","","06 Android delivery spec @P006:","","06 Android delivery spec @P006:","[Android][配送_0006][配送]「未定」から「Yamato」へ変更発送できる @Android_発送_P0006","[Android][配送_0006][配送]「未定」から「Yamato」へ変更発送できる @Android_発送_P0006",""
"passed","Tue Jul 30 12:57:48 JST 2024","Tue Jul 30 13:07:23 JST 2024","574691","","06 iOS delivery spec:","","06 iOS delivery spec:","[ios][配送_0006][配送]「未定」から「Yamato」へ変更発送できる @iOS_delivery_006","[ios][配送_0006][配送]「未定」から「Yamato」へ変更発送できる @iOS_delivery_006",""
"passed","Mon Jul 29 10:18:26 JST 2024","Mon Jul 29 10:20:09 JST 2024","103351","","02 Android create spec @P002:","","02 Android create spec @P002:","[Android][出品_0007]出品していた商品を削除できる @Android_create_0007","[Android][出品_0007]出品していた商品を削除できる @Android_create_0007",""
"passed","Tue Jul 30 12:52:13 JST 2024","Tue Jul 30 12:57:47 JST 2024","334504","","06 iOS delivery spec:","","06 iOS delivery spec:","[ios][配送_0005][配送]購入者負担（未定）で発送できる @iOS_delivery_005","[ios][配送_0005][配送]購入者負担（未定）で発送できる @iOS_delivery_005",""
"passed","Mon Jul 29 19:23:01 JST 2024","Mon Jul 29 19:29:49 JST 2024","408480","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","「FamiPay＋一部楽天ポイント優先＋ラクマポイント＋coupon」で購入できる @Android_purchase_005","「FamiPay＋一部楽天ポイント優先＋ラクマポイント＋coupon」で購入できる @Android_purchase_005",""
"passed","Mon Jul 29 19:49:47 JST 2024","Mon Jul 29 19:52:16 JST 2024","148860","","05 Android purchase spec @P005:","","05 Android purchase spec @P005:","縦積み商品を支払失敗し、再支払して、Slackを確認する @Android_purchase_014","縦積み商品を支払失敗し、再支払して、Slackを確認する @Android_purchase_014",""
"passed","Tue Jul 30 18:01:38 JST 2024","Tue Jul 30 18:11:38 JST 2024","599956","","08 ios mypage spec:","","08 ios mypage spec:","[iOS][mypage_001]Sellerはプロフィールとショップを編集できる、他の人はプロフィール情報を見ることができる @iOS_myPage_0001","[iOS][mypage_001]Sellerはプロフィールとショップを編集できる、他の人はプロフィール情報を見ることができる @iOS_myPage_0001",""
